ALDER,CIVILSTAND,TID,INDHOLD
1 år,Gift/separeret,2021K4,0
1 år,Gift/separeret,2022K1,0
1 år,Gift/separeret,2022K2,0
1 år,Gift/separeret,2022K3,0
1 år,Enke/enkemand,2008K1,0
1 år,Enke/enkemand,2008K2,0
1 år,Enke/enkemand,2008K3,0
1 år,Enke/enkemand,2008K4,0
1 år,Enke/enkemand,2009K1,0
1 år,Enke/enkemand,2009K2,0
1 år,Enke/enkemand,2009K3,0
1 år,Enke/enkemand,2009K4,0
1 år,Enke/enkemand,2010K1,0
1 år,Enke/enkemand,2010K2,0
1 år,Enke/enkemand,2010K3,0
1 år,Enke/enkemand,2010K4,0
1 år,Enke/enkemand,2011K1,0
1 år,Enke/enkemand,2011K2,0
1 år,Enke/enkemand,2011K3,0
1 år,Enke/enkemand,2011K4,0
1 år,Enke/enkemand,2012K1,0
1 år,Enke/enkemand,2012K2,0
1 år,Enke/enkemand,2012K3,0
1 år,Enke/enkemand,2012K4,0
1 år,Enke/enkemand,2013K1,0
1 år,Enke/enkemand,2013K2,0
1 år,Enke/enkemand,2013K3,0
1 år,Enke/enkemand,2013K4,0
1 år,Enke/enkemand,2014K1,0
1 år,Enke/enkemand,2014K2,0
1 år,Enke/enkemand,2014K3,0
1 år,Enke/enkemand,2014K4,0
1 år,Enke/enkemand,2015K1,0
1 år,Enke/enkemand,2015K2,0
1 år,Enke/enkemand,2015K3,0
1 år,Enke/enkemand,2015K4,0
1 år,Enke/enkemand,2016K1,0
1 år,Enke/enkemand,2016K2,0
1 år,Enke/enkemand,2016K3,0
1 år,Enke/enkemand,2016K4,0
1 år,Enke/enkemand,2017K1,0
1 år,Enke/enkemand,2017K2,0
1 år,Enke/enkemand,2017K3,0
1 år,Enke/enkemand,2017K4,0
1 år,Enke/enkemand,2018K1,0
1 år,Enke/enkemand,2018K2,0
1 år,Enke/enkemand,2018K3,0
1 år,Enke/enkemand,2018K4,0
1 år,Enke/enkemand,2019K1,0
1 år,Enke/enkemand,2019K2,0
1 år,Enke/enkemand,2019K3,0
1 år,Enke/enkemand,2019K4,0
1 år,Enke/enkemand,2020K1,0
1 år,Enke/enkemand,2020K2,0
1 år,Enke/enkemand,2020K3,0
1 år,Enke/enkemand,2020K4,0
1 år,Enke/enkemand,2021K1,0
1 år,Enke/enkemand,2021K2,0
1 år,Enke/enkemand,2021K3,0
1 år,Enke/enkemand,2021K4,0
1 år,Enke/enkemand,2022K1,0
1 år,Enke/enkemand,2022K2,0
1 år,Enke/enkemand,2022K3,0
1 år,Fraskilt,2008K1,0
1 år,Fraskilt,2008K2,0
1 år,Fraskilt,2008K3,0
1 år,Fraskilt,2008K4,0
1 år,Fraskilt,2009K1,0
1 år,Fraskilt,2009K2,0
1 år,Fraskilt,2009K3,0
1 år,Fraskilt,2009K4,0
1 år,Fraskilt,2010K1,0
1 år,Fraskilt,2010K2,0
1 år,Fraskilt,2010K3,0
1 år,Fraskilt,2010K4,0
1 år,Fraskilt,2011K1,0
1 år,Fraskilt,2011K2,0
1 år,Fraskilt,2011K3,0
1 år,Fraskilt,2011K4,0
1 år,Fraskilt,2012K1,0
1 år,Fraskilt,2012K2,0
1 år,Fraskilt,2012K3,0
1 år,Fraskilt,2012K4,0
1 år,Fraskilt,2013K1,0
1 år,Fraskilt,2013K2,0
1 år,Fraskilt,2013K3,0
1 år,Fraskilt,2013K4,0
1 år,Fraskilt,2014K1,0
1 år,Fraskilt,2014K2,0
1 år,Fraskilt,2014K3,0
1 år,Fraskilt,2014K4,0
1 år,Fraskilt,2015K1,0
1 år,Fraskilt,2015K2,0
1 år,Fraskilt,2015K3,0
1 år,Fraskilt,2015K4,0
1 år,Fraskilt,2016K1,0
1 år,Fraskilt,2016K2,0
1 år,Fraskilt,2016K3,0
1 år,Fraskilt,2016K4,0
1 år,Fraskilt,2017K1,0
1 år,Fraskilt,2017K2,0
1 år,Fraskilt,2017K3,0
1 år,Fraskilt,2017K4,0
1 år,Fraskilt,2018K1,0
1 år,Fraskilt,2018K2,0
1 år,Fraskilt,2018K3,0
1 år,Fraskilt,2018K4,0
1 år,Fraskilt,2019K1,0
1 år,Fraskilt,2019K2,0
1 år,Fraskilt,2019K3,0
1 år,Fraskilt,2019K4,0
1 år,Fraskilt,2020K1,0
1 år,Fraskilt,2020K2,0
1 år,Fraskilt,2020K3,0
1 år,Fraskilt,2020K4,0
1 år,Fraskilt,2021K1,0
1 år,Fraskilt,2021K2,0
1 år,Fraskilt,2021K3,0
1 år,Fraskilt,2021K4,0
1 år,Fraskilt,2022K1,0
1 år,Fraskilt,2022K2,0
1 år,Fraskilt,2022K3,0
2 år,I alt,2008K1,64993
2 år,I alt,2008K2,64945
2 år,I alt,2008K3,65321
2 år,I alt,2008K4,65826
2 år,I alt,2009K1,66062
2 år,I alt,2009K2,65832
2 år,I alt,2009K3,65221
2 år,I alt,2009K4,64882
2 år,I alt,2010K1,65205
2 år,I alt,2010K2,65622
2 år,I alt,2010K3,65929
2 år,I alt,2010K4,66484
2 år,I alt,2011K1,66235
2 år,I alt,2011K2,65856
2 år,I alt,2011K3,65547
2 år,I alt,2011K4,64424
2 år,I alt,2012K1,63842
2 år,I alt,2012K2,64145
2 år,I alt,2012K3,64222
2 år,I alt,2012K4,64257
2 år,I alt,2013K1,64422
2 år,I alt,2013K2,63190
2 år,I alt,2013K3,62174
2 år,I alt,2013K4,61374
2 år,I alt,2014K1,60046
2 år,I alt,2014K2,59710
2 år,I alt,2014K3,59213
2 år,I alt,2014K4,58806
2 år,I alt,2015K1,59134
2 år,I alt,2015K2,58663
2 år,I alt,2015K3,58679
2 år,I alt,2015K4,58154
2 år,I alt,2016K1,57484
2 år,I alt,2016K2,57279
2 år,I alt,2016K3,57302
2 år,I alt,2016K4,57922
2 år,I alt,2017K1,58520
2 år,I alt,2017K2,58509
2 år,I alt,2017K3,58412
2 år,I alt,2017K4,58882
2 år,I alt,2018K1,59523
2 år,I alt,2018K2,60346
2 år,I alt,2018K3,61362
2 år,I alt,2018K4,62501
2 år,I alt,2019K1,62675
2 år,I alt,2019K2,62593
2 år,I alt,2019K3,62665
2 år,I alt,2019K4,61902
2 år,I alt,2020K1,62148
2 år,I alt,2020K2,62291
2 år,I alt,2020K3,62545
2 år,I alt,2020K4,62532
2 år,I alt,2021K1,61967
2 år,I alt,2021K2,61458
2 år,I alt,2021K3,61294
2 år,I alt,2021K4,61819
2 år,I alt,2022K1,61864
2 år,I alt,2022K2,62381
2 år,I alt,2022K3,62795
2 år,Ugift,2008K1,64993
2 år,Ugift,2008K2,64945
2 år,Ugift,2008K3,65321
2 år,Ugift,2008K4,65826
2 år,Ugift,2009K1,66062
2 år,Ugift,2009K2,65832
2 år,Ugift,2009K3,65221
2 år,Ugift,2009K4,64882
2 år,Ugift,2010K1,65205
2 år,Ugift,2010K2,65622
2 år,Ugift,2010K3,65929
2 år,Ugift,2010K4,66484
2 år,Ugift,2011K1,66235
2 år,Ugift,2011K2,65856
2 år,Ugift,2011K3,65547
2 år,Ugift,2011K4,64424
2 år,Ugift,2012K1,63842
2 år,Ugift,2012K2,64145
2 år,Ugift,2012K3,64222
2 år,Ugift,2012K4,64257
2 år,Ugift,2013K1,64422
2 år,Ugift,2013K2,63190
2 år,Ugift,2013K3,62174
2 år,Ugift,2013K4,61374
2 år,Ugift,2014K1,60046
2 år,Ugift,2014K2,59710
2 år,Ugift,2014K3,59213
2 år,Ugift,2014K4,58806
2 år,Ugift,2015K1,59134
2 år,Ugift,2015K2,58663
2 år,Ugift,2015K3,58679
2 år,Ugift,2015K4,58154
2 år,Ugift,2016K1,57484
2 år,Ugift,2016K2,57279
2 år,Ugift,2016K3,57302
2 år,Ugift,2016K4,57922
2 år,Ugift,2017K1,58520
2 år,Ugift,2017K2,58509
2 år,Ugift,2017K3,58412
2 år,Ugift,2017K4,58882
2 år,Ugift,2018K1,59523
2 år,Ugift,2018K2,60346
2 år,Ugift,2018K3,61362
2 år,Ugift,2018K4,62501
2 år,Ugift,2019K1,62675
2 år,Ugift,2019K2,62593
2 år,Ugift,2019K3,62665
2 år,Ugift,2019K4,61902
2 år,Ugift,2020K1,62148
2 år,Ugift,2020K2,62291
2 år,Ugift,2020K3,62545
2 år,Ugift,2020K4,62532
2 år,Ugift,2021K1,61967
2 år,Ugift,2021K2,61458
2 år,Ugift,2021K3,61294
2 år,Ugift,2021K4,61819
2 år,Ugift,2022K1,61864
2 år,Ugift,2022K2,62381
2 år,Ugift,2022K3,62795
2 år,Gift/separeret,2008K1,0
2 år,Gift/separeret,2008K2,0
2 år,Gift/separeret,2008K3,0
2 år,Gift/separeret,2008K4,0
2 år,Gift/separeret,2009K1,0
2 år,Gift/separeret,2009K2,0
2 år,Gift/separeret,2009K3,0
2 år,Gift/separeret,2009K4,0
2 år,Gift/separeret,2010K1,0
2 år,Gift/separeret,2010K2,0
2 år,Gift/separeret,2010K3,0
2 år,Gift/separeret,2010K4,0
2 år,Gift/separeret,2011K1,0
2 år,Gift/separeret,2011K2,0
2 år,Gift/separeret,2011K3,0
2 år,Gift/separeret,2011K4,0
2 år,Gift/separeret,2012K1,0
2 år,Gift/separeret,2012K2,0
2 år,Gift/separeret,2012K3,0
2 år,Gift/separeret,2012K4,0
2 år,Gift/separeret,2013K1,0
2 år,Gift/separeret,2013K2,0
2 år,Gift/separeret,2013K3,0
2 år,Gift/separeret,2013K4,0
2 år,Gift/separeret,2014K1,0
2 år,Gift/separeret,2014K2,0
2 år,Gift/separeret,2014K3,0
2 år,Gift/separeret,2014K4,0
2 år,Gift/separeret,2015K1,0
2 år,Gift/separeret,2015K2,0
2 år,Gift/separeret,2015K3,0
2 år,Gift/separeret,2015K4,0
2 år,Gift/separeret,2016K1,0
2 år,Gift/separeret,2016K2,0
2 år,Gift/separeret,2016K3,0
2 år,Gift/separeret,2016K4,0
2 år,Gift/separeret,2017K1,0
2 år,Gift/separeret,2017K2,0
2 år,Gift/separeret,2017K3,0
2 år,Gift/separeret,2017K4,0
2 år,Gift/separeret,2018K1,0
2 år,Gift/separeret,2018K2,0
2 år,Gift/separeret,2018K3,0
2 år,Gift/separeret,2018K4,0
2 år,Gift/separeret,2019K1,0
2 år,Gift/separeret,2019K2,0
2 år,Gift/separeret,2019K3,0
2 år,Gift/separeret,2019K4,0
2 år,Gift/separeret,2020K1,0
2 år,Gift/separeret,2020K2,0
2 år,Gift/separeret,2020K3,0
2 år,Gift/separeret,2020K4,0
2 år,Gift/separeret,2021K1,0
2 år,Gift/separeret,2021K2,0
2 år,Gift/separeret,2021K3,0
2 år,Gift/separeret,2021K4,0
2 år,Gift/separeret,2022K1,0
2 år,Gift/separeret,2022K2,0
2 år,Gift/separeret,2022K3,0
2 år,Enke/enkemand,2008K1,0
2 år,Enke/enkemand,2008K2,0
2 år,Enke/enkemand,2008K3,0
2 år,Enke/enkemand,2008K4,0
2 år,Enke/enkemand,2009K1,0
2 år,Enke/enkemand,2009K2,0
2 år,Enke/enkemand,2009K3,0
2 år,Enke/enkemand,2009K4,0
2 år,Enke/enkemand,2010K1,0
2 år,Enke/enkemand,2010K2,0
2 år,Enke/enkemand,2010K3,0
2 år,Enke/enkemand,2010K4,0
2 år,Enke/enkemand,2011K1,0
2 år,Enke/enkemand,2011K2,0
2 år,Enke/enkemand,2011K3,0
2 år,Enke/enkemand,2011K4,0
2 år,Enke/enkemand,2012K1,0
2 år,Enke/enkemand,2012K2,0
2 år,Enke/enkemand,2012K3,0
2 år,Enke/enkemand,2012K4,0
2 år,Enke/enkemand,2013K1,0
2 år,Enke/enkemand,2013K2,0
2 år,Enke/enkemand,2013K3,0
2 år,Enke/enkemand,2013K4,0
2 år,Enke/enkemand,2014K1,0
2 år,Enke/enkemand,2014K2,0
2 år,Enke/enkemand,2014K3,0
2 år,Enke/enkemand,2014K4,0
2 år,Enke/enkemand,2015K1,0
2 år,Enke/enkemand,2015K2,0
2 år,Enke/enkemand,2015K3,0
2 år,Enke/enkemand,2015K4,0
2 år,Enke/enkemand,2016K1,0
2 år,Enke/enkemand,2016K2,0
2 år,Enke/enkemand,2016K3,0
2 år,Enke/enkemand,2016K4,0
2 år,Enke/enkemand,2017K1,0
2 år,Enke/enkemand,2017K2,0
2 år,Enke/enkemand,2017K3,0
2 år,Enke/enkemand,2017K4,0
2 år,Enke/enkemand,2018K1,0
2 år,Enke/enkemand,2018K2,0
2 år,Enke/enkemand,2018K3,0
2 år,Enke/enkemand,2018K4,0
2 år,Enke/enkemand,2019K1,0
2 år,Enke/enkemand,2019K2,0
2 år,Enke/enkemand,2019K3,0
2 år,Enke/enkemand,2019K4,0
2 år,Enke/enkemand,2020K1,0
2 år,Enke/enkemand,2020K2,0
2 år,Enke/enkemand,2020K3,0
2 år,Enke/enkemand,2020K4,0
2 år,Enke/enkemand,2021K1,0
2 år,Enke/enkemand,2021K2,0
2 år,Enke/enkemand,2021K3,0
2 år,Enke/enkemand,2021K4,0
2 år,Enke/enkemand,2022K1,0
2 år,Enke/enkemand,2022K2,0
2 år,Enke/enkemand,2022K3,0
2 år,Fraskilt,2008K1,0
2 år,Fraskilt,2008K2,0
2 år,Fraskilt,2008K3,0
2 år,Fraskilt,2008K4,0
2 år,Fraskilt,2009K1,0
2 år,Fraskilt,2009K2,0
2 år,Fraskilt,2009K3,0
2 år,Fraskilt,2009K4,0
2 år,Fraskilt,2010K1,0
2 år,Fraskilt,2010K2,0
2 år,Fraskilt,2010K3,0
2 år,Fraskilt,2010K4,0
2 år,Fraskilt,2011K1,0
2 år,Fraskilt,2011K2,0
2 år,Fraskilt,2011K3,0
2 år,Fraskilt,2011K4,0
2 år,Fraskilt,2012K1,0
2 år,Fraskilt,2012K2,0
2 år,Fraskilt,2012K3,0
2 år,Fraskilt,2012K4,0
2 år,Fraskilt,2013K1,0
2 år,Fraskilt,2013K2,0
2 år,Fraskilt,2013K3,0
2 år,Fraskilt,2013K4,0
2 år,Fraskilt,2014K1,0
2 år,Fraskilt,2014K2,0
2 år,Fraskilt,2014K3,0
2 år,Fraskilt,2014K4,0
2 år,Fraskilt,2015K1,0
2 år,Fraskilt,2015K2,0
2 år,Fraskilt,2015K3,0
2 år,Fraskilt,2015K4,0
2 år,Fraskilt,2016K1,0
2 år,Fraskilt,2016K2,0
2 år,Fraskilt,2016K3,0
2 år,Fraskilt,2016K4,0
2 år,Fraskilt,2017K1,0
2 år,Fraskilt,2017K2,0
2 år,Fraskilt,2017K3,0
2 år,Fraskilt,2017K4,0
2 år,Fraskilt,2018K1,0
2 år,Fraskilt,2018K2,0
2 år,Fraskilt,2018K3,0
2 år,Fraskilt,2018K4,0
2 år,Fraskilt,2019K1,0
2 år,Fraskilt,2019K2,0
2 år,Fraskilt,2019K3,0
2 år,Fraskilt,2019K4,0
2 år,Fraskilt,2020K1,0
2 år,Fraskilt,2020K2,0
2 år,Fraskilt,2020K3,0
2 år,Fraskilt,2020K4,0
2 år,Fraskilt,2021K1,0
2 år,Fraskilt,2021K2,0
2 år,Fraskilt,2021K3,0
2 år,Fraskilt,2021K4,0
2 år,Fraskilt,2022K1,0
2 år,Fraskilt,2022K2,0
2 år,Fraskilt,2022K3,0
3 år,I alt,2008K1,65216
3 år,I alt,2008K2,65125
3 år,I alt,2008K3,65363
3 år,I alt,2008K4,65426
3 år,I alt,2009K1,65251
3 år,I alt,2009K2,65183
3 år,I alt,2009K3,65581
3 år,I alt,2009K4,66073
3 år,I alt,2010K1,66248
3 år,I alt,2010K2,66028
3 år,I alt,2010K3,65438
3 år,I alt,2010K4,65084
3 år,I alt,2011K1,65406
3 år,I alt,2011K2,65825
3 år,I alt,2011K3,66116
3 år,I alt,2011K4,66660
3 år,I alt,2012K1,66358
3 år,I alt,2012K2,65998
3 år,I alt,2012K3,65719
3 år,I alt,2012K4,64611
3 år,I alt,2013K1,64006
3 år,I alt,2013K2,64354
3 år,I alt,2013K3,64445
3 år,I alt,2013K4,64476
3 år,I alt,2014K1,64638
3 år,I alt,2014K2,63418
3 år,I alt,2014K3,62449
3 år,I alt,2014K4,61733
3 år,I alt,2015K1,60389
3 år,I alt,2015K2,60117
3 år,I alt,2015K3,59736
3 år,I alt,2015K4,59411
3 år,I alt,2016K1,59803
3 år,I alt,2016K2,59401
3 år,I alt,2016K3,59330
3 år,I alt,2016K4,58720
3 år,I alt,2017K1,57977
3 år,I alt,2017K2,57742
3 år,I alt,2017K3,57752
3 år,I alt,2017K4,58260
3 år,I alt,2018K1,58831
3 år,I alt,2018K2,58713
3 år,I alt,2018K3,58604
3 år,I alt,2018K4,59024
3 år,I alt,2019K1,59608
3 år,I alt,2019K2,60409
3 år,I alt,2019K3,61428
3 år,I alt,2019K4,62532
3 år,I alt,2020K1,62697
3 år,I alt,2020K2,62611
3 år,I alt,2020K3,62702
3 år,I alt,2020K4,61928
3 år,I alt,2021K1,62185
3 år,I alt,2021K2,62381
3 år,I alt,2021K3,62622
3 år,I alt,2021K4,62628
3 år,I alt,2022K1,62135
3 år,I alt,2022K2,61714
3 år,I alt,2022K3,61930
3 år,Ugift,2008K1,65216
3 år,Ugift,2008K2,65125
3 år,Ugift,2008K3,65363
3 år,Ugift,2008K4,65426
3 år,Ugift,2009K1,65251
3 år,Ugift,2009K2,65183
3 år,Ugift,2009K3,65581
3 år,Ugift,2009K4,66073
3 år,Ugift,2010K1,66248
3 år,Ugift,2010K2,66028
3 år,Ugift,2010K3,65438
3 år,Ugift,2010K4,65084
3 år,Ugift,2011K1,65406
3 år,Ugift,2011K2,65825
3 år,Ugift,2011K3,66116
3 år,Ugift,2011K4,66660
3 år,Ugift,2012K1,66358
3 år,Ugift,2012K2,65998
3 år,Ugift,2012K3,65719
3 år,Ugift,2012K4,64611
3 år,Ugift,2013K1,64006
3 år,Ugift,2013K2,64354
3 år,Ugift,2013K3,64445
3 år,Ugift,2013K4,64476
3 år,Ugift,2014K1,64638
3 år,Ugift,2014K2,63418
3 år,Ugift,2014K3,62449
3 år,Ugift,2014K4,61732
3 år,Ugift,2015K1,60389
3 år,Ugift,2015K2,60117
3 år,Ugift,2015K3,59736
3 år,Ugift,2015K4,59411
3 år,Ugift,2016K1,59803
3 år,Ugift,2016K2,59401
3 år,Ugift,2016K3,59330
3 år,Ugift,2016K4,58720
3 år,Ugift,2017K1,57977
3 år,Ugift,2017K2,57742
3 år,Ugift,2017K3,57752
3 år,Ugift,2017K4,58260
3 år,Ugift,2018K1,58831
3 år,Ugift,2018K2,58713
3 år,Ugift,2018K3,58604
3 år,Ugift,2018K4,59024
3 år,Ugift,2019K1,59608
3 år,Ugift,2019K2,60409
3 år,Ugift,2019K3,61428
3 år,Ugift,2019K4,62532
3 år,Ugift,2020K1,62697
3 år,Ugift,2020K2,62611
3 år,Ugift,2020K3,62702
3 år,Ugift,2020K4,61928
3 år,Ugift,2021K1,62185
3 år,Ugift,2021K2,62381
3 år,Ugift,2021K3,62622
3 år,Ugift,2021K4,62628
3 år,Ugift,2022K1,62135
3 år,Ugift,2022K2,61714
3 år,Ugift,2022K3,61930
3 år,Gift/separeret,2008K1,0
3 år,Gift/separeret,2008K2,0
3 år,Gift/separeret,2008K3,0
3 år,Gift/separeret,2008K4,0
3 år,Gift/separeret,2009K1,0
3 år,Gift/separeret,2009K2,0
3 år,Gift/separeret,2009K3,0
3 år,Gift/separeret,2009K4,0
3 år,Gift/separeret,2010K1,0
3 år,Gift/separeret,2010K2,0
3 år,Gift/separeret,2010K3,0
3 år,Gift/separeret,2010K4,0
3 år,Gift/separeret,2011K1,0
3 år,Gift/separeret,2011K2,0
3 år,Gift/separeret,2011K3,0
3 år,Gift/separeret,2011K4,0
3 år,Gift/separeret,2012K1,0
3 år,Gift/separeret,2012K2,0
3 år,Gift/separeret,2012K3,0
3 år,Gift/separeret,2012K4,0
3 år,Gift/separeret,2013K1,0
3 år,Gift/separeret,2013K2,0
3 år,Gift/separeret,2013K3,0
3 år,Gift/separeret,2013K4,0
3 år,Gift/separeret,2014K1,0
3 år,Gift/separeret,2014K2,0
3 år,Gift/separeret,2014K3,0
3 år,Gift/separeret,2014K4,0
3 år,Gift/separeret,2015K1,0
3 år,Gift/separeret,2015K2,0
3 år,Gift/separeret,2015K3,0
3 år,Gift/separeret,2015K4,0
3 år,Gift/separeret,2016K1,0
3 år,Gift/separeret,2016K2,0
3 år,Gift/separeret,2016K3,0
3 år,Gift/separeret,2016K4,0
3 år,Gift/separeret,2017K1,0
3 år,Gift/separeret,2017K2,0
3 år,Gift/separeret,2017K3,0
3 år,Gift/separeret,2017K4,0
3 år,Gift/separeret,2018K1,0
3 år,Gift/separeret,2018K2,0
3 år,Gift/separeret,2018K3,0
3 år,Gift/separeret,2018K4,0
3 år,Gift/separeret,2019K1,0
3 år,Gift/separeret,2019K2,0
3 år,Gift/separeret,2019K3,0
3 år,Gift/separeret,2019K4,0
3 år,Gift/separeret,2020K1,0
3 år,Gift/separeret,2020K2,0
3 år,Gift/separeret,2020K3,0
3 år,Gift/separeret,2020K4,0
3 år,Gift/separeret,2021K1,0
3 år,Gift/separeret,2021K2,0
3 år,Gift/separeret,2021K3,0
3 år,Gift/separeret,2021K4,0
3 år,Gift/separeret,2022K1,0
3 år,Gift/separeret,2022K2,0
3 år,Gift/separeret,2022K3,0
3 år,Enke/enkemand,2008K1,0
3 år,Enke/enkemand,2008K2,0
3 år,Enke/enkemand,2008K3,0
3 år,Enke/enkemand,2008K4,0
3 år,Enke/enkemand,2009K1,0
3 år,Enke/enkemand,2009K2,0
3 år,Enke/enkemand,2009K3,0
3 år,Enke/enkemand,2009K4,0
3 år,Enke/enkemand,2010K1,0
3 år,Enke/enkemand,2010K2,0
3 år,Enke/enkemand,2010K3,0
3 år,Enke/enkemand,2010K4,0
3 år,Enke/enkemand,2011K1,0
3 år,Enke/enkemand,2011K2,0
3 år,Enke/enkemand,2011K3,0
3 år,Enke/enkemand,2011K4,0
3 år,Enke/enkemand,2012K1,0
3 år,Enke/enkemand,2012K2,0
3 år,Enke/enkemand,2012K3,0
3 år,Enke/enkemand,2012K4,0
3 år,Enke/enkemand,2013K1,0
3 år,Enke/enkemand,2013K2,0
3 år,Enke/enkemand,2013K3,0
3 år,Enke/enkemand,2013K4,0
3 år,Enke/enkemand,2014K1,0
3 år,Enke/enkemand,2014K2,0
3 år,Enke/enkemand,2014K3,0
3 år,Enke/enkemand,2014K4,1
3 år,Enke/enkemand,2015K1,0
3 år,Enke/enkemand,2015K2,0
3 år,Enke/enkemand,2015K3,0
3 år,Enke/enkemand,2015K4,0
3 år,Enke/enkemand,2016K1,0
3 år,Enke/enkemand,2016K2,0
3 år,Enke/enkemand,2016K3,0
3 år,Enke/enkemand,2016K4,0
3 år,Enke/enkemand,2017K1,0
3 år,Enke/enkemand,2017K2,0
3 år,Enke/enkemand,2017K3,0
3 år,Enke/enkemand,2017K4,0
3 år,Enke/enkemand,2018K1,0
3 år,Enke/enkemand,2018K2,0
3 år,Enke/enkemand,2018K3,0
3 år,Enke/enkemand,2018K4,0
3 år,Enke/enkemand,2019K1,0
3 år,Enke/enkemand,2019K2,0
3 år,Enke/enkemand,2019K3,0
3 år,Enke/enkemand,2019K4,0
3 år,Enke/enkemand,2020K1,0
3 år,Enke/enkemand,2020K2,0
3 år,Enke/enkemand,2020K3,0
3 år,Enke/enkemand,2020K4,0
3 år,Enke/enkemand,2021K1,0
3 år,Enke/enkemand,2021K2,0
3 år,Enke/enkemand,2021K3,0
3 år,Enke/enkemand,2021K4,0
3 år,Enke/enkemand,2022K1,0
3 år,Enke/enkemand,2022K2,0
3 år,Enke/enkemand,2022K3,0
3 år,Fraskilt,2008K1,0
3 år,Fraskilt,2008K2,0
3 år,Fraskilt,2008K3,0
3 år,Fraskilt,2008K4,0
3 år,Fraskilt,2009K1,0
3 år,Fraskilt,2009K2,0
3 år,Fraskilt,2009K3,0
3 år,Fraskilt,2009K4,0
3 år,Fraskilt,2010K1,0
3 år,Fraskilt,2010K2,0
3 år,Fraskilt,2010K3,0
3 år,Fraskilt,2010K4,0
3 år,Fraskilt,2011K1,0
3 år,Fraskilt,2011K2,0
3 år,Fraskilt,2011K3,0
3 år,Fraskilt,2011K4,0
3 år,Fraskilt,2012K1,0
3 år,Fraskilt,2012K2,0
3 år,Fraskilt,2012K3,0
3 år,Fraskilt,2012K4,0
3 år,Fraskilt,2013K1,0
3 år,Fraskilt,2013K2,0
3 år,Fraskilt,2013K3,0
3 år,Fraskilt,2013K4,0
3 år,Fraskilt,2014K1,0
3 år,Fraskilt,2014K2,0
3 år,Fraskilt,2014K3,0
3 år,Fraskilt,2014K4,0
3 år,Fraskilt,2015K1,0
3 år,Fraskilt,2015K2,0
3 år,Fraskilt,2015K3,0
3 år,Fraskilt,2015K4,0
3 år,Fraskilt,2016K1,0
3 år,Fraskilt,2016K2,0
3 år,Fraskilt,2016K3,0
3 år,Fraskilt,2016K4,0
3 år,Fraskilt,2017K1,0
3 år,Fraskilt,2017K2,0
3 år,Fraskilt,2017K3,0
3 år,Fraskilt,2017K4,0
3 år,Fraskilt,2018K1,0
3 år,Fraskilt,2018K2,0
3 år,Fraskilt,2018K3,0
3 år,Fraskilt,2018K4,0
3 år,Fraskilt,2019K1,0
3 år,Fraskilt,2019K2,0
3 år,Fraskilt,2019K3,0
3 år,Fraskilt,2019K4,0
3 år,Fraskilt,2020K1,0
3 år,Fraskilt,2020K2,0
3 år,Fraskilt,2020K3,0
3 år,Fraskilt,2020K4,0
3 år,Fraskilt,2021K1,0
3 år,Fraskilt,2021K2,0
3 år,Fraskilt,2021K3,0
3 år,Fraskilt,2021K4,0
3 år,Fraskilt,2022K1,0
3 år,Fraskilt,2022K2,0
3 år,Fraskilt,2022K3,0
4 år,I alt,2008K1,65263
4 år,I alt,2008K2,65752
4 år,I alt,2008K3,65756
4 år,I alt,2008K4,65288
4 år,I alt,2009K1,65425
4 år,I alt,2009K2,65314
4 år,I alt,2009K3,65515
4 år,I alt,2009K4,65585
4 år,I alt,2010K1,65459
4 år,I alt,2010K2,65375
4 år,I alt,2010K3,65782
4 år,I alt,2010K4,66252
4 år,I alt,2011K1,66450
4 år,I alt,2011K2,66190
4 år,I alt,2011K3,65557
4 år,I alt,2011K4,65175
4 år,I alt,2012K1,65529
4 år,I alt,2012K2,65932
4 år,I alt,2012K3,66227
4 år,I alt,2012K4,66780
4 år,I alt,2013K1,66564
4 år,I alt,2013K2,66203
4 år,I alt,2013K3,65895
4 år,I alt,2013K4,64821
4 år,I alt,2014K1,64216
4 år,I alt,2014K2,64588
4 år,I alt,2014K3,64723
4 år,I alt,2014K4,64757
4 år,I alt,2015K1,64967
4 år,I alt,2015K2,63851
4 år,I alt,2015K3,62949
4 år,I alt,2015K4,62262
4 år,I alt,2016K1,60962
4 år,I alt,2016K2,60741
4 år,I alt,2016K3,60265
4 år,I alt,2016K4,59983
4 år,I alt,2017K1,60288
4 år,I alt,2017K2,59794
4 år,I alt,2017K3,59663
4 år,I alt,2017K4,59048
4 år,I alt,2018K1,58205
4 år,I alt,2018K2,57932
4 år,I alt,2018K3,57862
4 år,I alt,2018K4,58347
4 år,I alt,2019K1,58901
4 år,I alt,2019K2,58777
4 år,I alt,2019K3,58645
4 år,I alt,2019K4,59079
4 år,I alt,2020K1,59661
4 år,I alt,2020K2,60466
4 år,I alt,2020K3,61435
4 år,I alt,2020K4,62597
4 år,I alt,2021K1,62844
4 år,I alt,2021K2,62769
4 år,I alt,2021K3,62818
4 år,I alt,2021K4,62063
4 år,I alt,2022K1,62297
4 år,I alt,2022K2,62576
4 år,I alt,2022K3,63326
4 år,Ugift,2008K1,65263
4 år,Ugift,2008K2,65752
4 år,Ugift,2008K3,65756
4 år,Ugift,2008K4,65288
4 år,Ugift,2009K1,65425
